Question,Sub Question,Compliance Item
,Was the Purchasing Property uninsured?,"Local governments may purchase for $1 each, plus closing costs, certain Properties meeting the following criteria:
􀁸 the Property is uninsured;"
,"Was the current as-is Market Value of the Property $25,000 or less?","Local governments may purchase for $1 each, plus closing costs, certain Properties meeting the following criteria:
􀁸 the current as-is Market Value of the Property is $25,000 or less."
"Did the Listing broker receive a commission for a Property sold under the Dollar Home – Government Sales Program?
",,Listing brokers will not receive a commission for a Property sold under the Dollar Homes – Government Sales Program.
"Did HUD pay a selling agent commission for Properties sold under the Dollar Homes – Government Sales Program?
",,HUD will not pay a selling agent commission for Properties sold under the Dollar Homes – Government Sales Program; buyers may submit a bid directly without the service of a selling broker.
"In those instances where a local government has placed liens against the Properties and fines have been assessed, did the local government remove the liens at no cost to HUD in an effort to facilitate the sale?",,"In those instances where a local government has placed liens against the Properties and fines have been assessed, the local government must remove these liens at no cost to HUD in an effort to facilitate the sale."
Did the buyer paid the closing costs involved with each Dollar Homes - Government Sales Program property sale transaction?,,Buyers will be required to pay closing costs involved with each Dollar Homes - Government Sales Program property sale transaction.
Did the Local Governmental Entities partner with local nonprofits to purchase Properties under the Dollar Homes – Government Sales Program for local housing and community development initiatives?,,Local Governmental Entities may partner with local nonprofits to purchase Properties under the Dollar Homes – Government Sales Program for local housing and community development initiatives.
Did the Governmental Entities provide information pertaining to the purchase and subsequent resale of Properties purchased under the Dollar Homes – Government Sales Program in its annual report to HUD’s HOC Program Support Division Director via HUD’s Nonprofit Data Management System?,,Governmental Entities must provide information pertaining to the purchase and subsequent resale of Properties purchased under the Dollar Homes – Government Sales Program in its annual report to HUD’s HOC Program Support Division Director via HUD’s Nonprofit Data Management System (NPDMS).
Did the Annual Report to HOC include all the information?,,"The report must include information on:
􀁸 the ultimate Owner-Occupant Buyer;
􀁸 the amount of profit realized on the final sale; and
􀁸 the specific local housing/community development programs or uses these profits were used to support."
,Did the Annual repot to HOC include the ultimate Owner-Occupant Buyer?,"The report must include information on:
􀁸 the ultimate Owner-Occupant Buyer;
"
,Did the Annual repot to HOC include the amount of profit realized on the final sale?,"The report must include information on:
􀁸 the amount of profit realized on the final sale; and

"
,Did the Annual repot to HOC include the specific local housing/community development programs or uses these profits were used to support?,"The report must include information on:
􀁸 the specific local housing/community development programs or uses these profits were used to support.

"
Was the Governmental Entity in compliance with all the Dollar Homes Government Sales Program Requirements?,,Failure of a Governmental Entity to comply with any of the Dollar Homes – Government Sales Program requirements will result in disqualification from participation in the program.
Were the Nonprofit organizations permitted to directly purchase Properties under sales program on their own behalf?,,Nonprofit organizations are not permitted to directly purchase Properties under this sales program on their own behalf.
Did HUD accept a sales contract from nonprofits only if a Governmental Entity identified in its intended disposition strategy that the nonprofit will act as its agent to purchase these Properties?,,HUD will accept a sales contract from nonprofits only if a Governmental Entity identifies in its intended disposition strategy that the nonprofit will act as its agent to purchase these Properties.
Did Local Government recommend AM to the demolition of any Property that was currently available for purchase by that Entity meeting the Dollar Homes-Government Sales standard?,,A local government may recommend to the AM the demolition of any Property that is currently available for purchase by that Entity meeting the Dollar Homes – Government Sales standard.
Did HUD consider all the criteria in the Demolition Decision?,,"HUD will consider the following criteria in its decision:
􀁸 whether HUD’s last listed price, plus the cost of rehabilitating the Property to meet HUD’s Minimum Property Standards (MPS) is more than 130 percent of the after-rehabilitation value;
􀁸 whether the cost of demolition exceeds the cost of rehabilitating the Property to meet MPS; and
􀁸 whether the Property is listed on or eligible for the National Register of Historic Places or located in a historic district. If it is, a Section 106 consultation with the State Historic Preservation Officer and other interested parties is required before HUD approves the Property for demolition."
,"Was HUD’s last listed price, plus the cost of rehabilitating the Property to meet HUD’s Minimum Property Standards, more than 130 percent of the after-rehabilitation value?","HUD will consider the following criteria in its decision:
􀁸 whether HUD’s last listed price, plus the cost of rehabilitating the Property to meet HUD’s Minimum Property Standards (MPS) is more than 130 percent of the after-rehabilitation value;
"
,Did the cost of demolition exceed the cost of rehabilitating the Property to meet MPS?,"HUD will consider the following criteria in its decision:
􀁸 whether the cost of demolition exceeds the cost of rehabilitating the Property to meet MPS;
"
,"Was the Property listed on, or eligible for, the National Register of Historic Places or located in a historic district?","HUD will consider the following criteria in its decision:
􀁸 whether the Property is listed on or eligible for the National Register of Historic Places or located in a historic district. If it is, a Section 106 consultation with the State Historic Preservation Officer and other interested parties is required before HUD approves the Property for demolition.
"
,"If the property was listed on, or eligible for, the National Register of Historic Places, or located in a historic district, was a Section 106 consultation with the State Historic Preservation Officer and other interested parties done before HUD approved the Property for demolition?","HUD will consider the following criteria in its decision:
􀁸 whether the Property is listed on or eligible for the National Register of Historic Places or located in a historic district. If it is, a Section 106 consultation with the State Historic Preservation Officer and other interested parties is required before HUD approves the Property for demolition.
"
"If HUD approved the Property for demolition, was the demolition and clearing of the debris paid by HUD? ",,"If HUD approves the Property for demolition, HUD will pay for the demolition and clearing of the debris."
"After the demolition of the property, did HUD list the land for sale to the general public for 10 Days at its Fair Market Value?",,"Following demolition, HUD will list the land for sale to the general public for 10 Days at its Fair Market Value (FMV)."
Did HUD offer the land to local government for $1 for 10 days if no acceptable offers were received from the general public?,,"If no acceptable offers are received from the general public, HUD will offer the land to local governments for $1 for 10 Days."
"If the land was not purchased by local governments, did HUD relist the Property to all classes of bidders until the Property was sold?",,"If the land is not purchased by local governments, HUD will relist the Property to all classes of bidders until the Property is sold."
"Did HUD, at its discretion, return all or a portion of the buyer’s earnest money deposited if HUD did not acquire the Property?",,"HUD, at its discretion, may remove a listing or cancel a sales contract and may return all or a portion of a buyer’s earnest money deposit if:
􀁸 HUD has not acquired the Property;"
"Did HUD, at its discretion,  return all or a portion of the buyer’s earnest money deposited if HUD was unable or unwilling to remove valid objections to the title prior to closing?",,"HUD, at its discretion, may remove a listing or cancel a sales contract and may return all or a portion of a buyer’s earnest money deposit if:
􀁸 HUD is unable or unwilling to remove valid objections to the title prior to closing;"
"Did HUD, at its discretion, return all or a portion of the buyer’s earnest money deposited if HUD determined that the buyer was not an acceptable Borrower?",,"HUD, at its discretion, may remove a listing or cancel a sales contract and may return all or a portion of a buyer’s earnest money deposit if:
􀁸 HUD determines that the buyer is not an acceptable Borrower."
"Did the Selling brokers, HUD-approved Nonprofits and Governmental Entities, submit bids for HUD REO Properties electronically through HUD Home Store? ",,"Selling brokers, HUD-approved Nonprofits, and Governmental Entities must submit bids for HUD REO Properties electronically through HUD Home Store."
"Did the Selling brokers, HUD-approved Nonprofits and Governmental Entities,  apply for and then issued a Name and Address Identification Number in order to submit bids through HUD Home Store? ",,"In order to submit bids through HUD Home Store, selling brokers, HUD-approved Nonprofits, and Governmental Entities must:
􀁸 have applied for and been issued a Name and Address Identification Number (NAID); and"
"Were the Selling brokers, HUD-approved Nonprofits and Governmental Entities, registered on HUD Home Store or successor site in order to submit bids through HUD Home Store? ",,"In order to submit bids through HUD Home Store, selling brokers, HUD-approved Nonprofits, and Governmental Entities must:
􀁸 be registered on HUD Home Store or successor site."
"Did the GNND participant submit the form HUD 9549, Good Neighbor Next Door Sales Program, Personal Information Questionnaire with its Bids?
",,"The GNND participant must submit with its bid:
􀁸 form HUD 9549, Good Neighbor Next Door Sales Program Personal Information Questionnaire;"
"Was the GNND participant form HUD 9549-E, Employer Verification of Participant Employment submitted with its Bids?",,"The GNND participant must submit with its bid:
􀁸 form HUD 9549-E, Employer Verification of Participant Employment;"
Did the GNND participant submit on of  the required pre-qualification questionnaires?,,"The GNND participant must submit with its bid:
􀁸 one of the following pre-qualification questionnaires:"
,"Was the GNND participant form HUD 9549-A, Good Neighbor Next Door Sales Program - Officer Pre-Qualification Questionnaire submitted with its Bids?","The GNND participant must submit with its bid:
􀁸 one of the following pre-qualification questionnaires:
o form HUD 9549-A, Good Neighbor Next Door Sales Program - Officer Pre- Qualification Questionnaire;"
,"Was the GNND form HUD 9549-B, Good Neighbor Next Door Sales Program - Teacher Pre- Qualification Questionnaire submitted with its Bids?","The GNND participant must submit with its bid:
􀁸 one of the following pre-qualification questionnaires:
o form HUD 9549-B, Good Neighbor Next Door Sales Program - Teacher Pre- Qualification Questionnaire; or"
,"Was the GNND form HUD 9549-C, Good Neighbor Next Door Sales Program - Firefighter/Emergency Responder Pre-Qualification Questionnaire submitted with its Bids?","The GNND participant must submit with its bid:
􀁸 one of the following pre-qualification questionnaires:
o form HUD 9549-C, Good Neighbor Next Door Sales Program -
Firefighter/Emergency Responder Pre-Qualification Questionnaire."
"At the time of bidding, did the selling broker elect to have their bid held as a back-up bid?
",,"At the time of bidding, the selling broker may elect to have their bid held as a back-up bid. Should the winning bidder’s sale fail to close, HUD may offer the Property to back-up bidders before relisting the Property."
Did HUD offered the Property to back-up bidders before relisting the Property?,,"At the time of bidding, the selling broker may elect to have their bid held as a back-up bid. Should the winning bidder’s sale fail to close, HUD may offer the Property to back-up bidders before relisting the Property."
"Was HUD allowed at least one back-up bidder, and in the case of GNND, two back-up bidders?",,"HUD will allow at least one back-up bidder and, in the case of GNND, two back-up bidders."
"For Properties marketed as uninsurable, did HUD give priority to Governmental Entities and HUD-approved Nonprofits before Owner-Occupant Buyers?",,"For Properties marketed as uninsurable, HUD will give priority to Governmental Entities and HUD-approved Nonprofits before Owner-Occupant Buyers."
"Was the net return calculated by subtracting from the bid price the dollar amounts for financing and closing costs, as stated on Line 5 of Form HUD-9548?",,"The net return is calculated by subtracting from the bid price the dollar amounts for financing and closing costs, as stated on Line 5 of form HUD-9548, Sales Contract, and real estate sales commissions to be paid by HUD."
"Provided that each bid was from a different buyer, did the Selling broker submit an unlimited number of bids on the Property?",,"Selling brokers may submit an unlimited number of bids on a Property, provided that each bid is from a different buyer."
"If the buyer submitted multiple bids on the same Property, was a bid producing the highest net return to HUD considered?",,"If a buyer submits multiple bids on the same Property, HUD will only consider the bid producing the highest net return to HUD."
"If a prospective Owner-Occupant Buyer submitted a bid on more than one Property, was the bid that produced the greatest net return to HUD accepted?",,"If a prospective Owner-Occupant Buyer submits a bid on more than one Property, the bid that produces the greatest net return to HUD will be accepted and all other bids from that buyer will be eliminated from consideration."
"If the prospective Owner-Occupant Buyer  submitted the only acceptable bid on another Property, was that bid accepted and all other bids from that buyer on any other Properties eliminated from consideration?",,If the prospective Owner-Occupant Buyer has submitted the only acceptable bid on another Property then that bid must be accepted and all other bids from that buyer on any other Properties will be eliminated from consideration.
Did HUD give preference to the Owner-Occupant Buyer if there were two or more bids resulting in identical net offers?,,"Where two or more bids result in identical net offers, HUD will give preference to the Owner-Occupant Buyer."
"Was the winning bid chosen by lottery, if identical bids were submitted by two or more Owner-Occupant Buyers, or by two or more Investor Buyers?",,"If the identical bids were submitted by two or more Owner-Occupant Buyers, or by two or more Investor Buyers, HUD will choose the winning bid by lottery."
"If all bids received were unacceptable, did HUD accept counteroffers to one or more bidders via P260; and were those bidders allowed to resubmit bids during a specified period of time?",,"If all bids received are unacceptable, HUD may, at its discretion, offer counteroffers to one or more bidders via P260, and those bidders may resubmit bids during a specified period of time."
"If HUD elected to counteroffer, did HUD accept the highest acceptable net bid received within the specified time period?",,"If HUD elects to counteroffer, HUD will accept the highest acceptable net bid received within the specified time period."
Did HUD notify the buyer or selling broker if they were the winning bidder?,,HUD will alert the buyer or selling broker if they are the winning bidder.
Were all the required documents sent by buyer or selling broker to the AM within two business days?,,"Once HUD has notified the buyer or selling broker that they are the winning bidder, the buyer or selling broker must send the following to the AM within two business days:"
,"Was a fully completed form HUD-9548, signed by the buyer and selling broker and sent to AM within two business days?","Once HUD has notified the buyer or selling broker that they are the winning bidder, the buyer or selling broker must send the following to the AM within two business days:
􀁸 a fully completed form HUD-9548, signed by the buyer and selling broker;"
,"Was a pre-qualification letter, certification of cash funds, or other proof of funds sent to AM within two business days?","Once HUD has notified the buyer or selling broker that they are the winning bidder, the buyer or selling broker must send the following to the AM within two business days:
􀁸 a pre-qualification letter, certification of cash funds, or other proof of funds;"
,"Were all required addenda, if applicable, including an Exclusive Listing Period Purchase Addendum for Individual Owner-
Occupant Buyers or an Exclusive Listing Period Purchase Addendum for Governmental Entities and HUD-Approved Nonprofits sent to AM within two business days?
","Once HUD has notified the buyer or selling broker that they are the winning bidder, the buyer or selling broker must send the following to the AM within two business days:
􀁸 all required addenda, if applicable, including:
o an Exclusive Listing Period Purchase Addendum for Individual Owner- Occupant Buyers or an Exclusive Listing Period Purchase Addendum for Governmental Entities and HUD-Approved Nonprofits;"
,Was a forfeiture of earnest money deposit addendum sent to AM within two business days?,"Once HUD has notified the buyer or selling broker that they are the winning bidder, the buyer or selling broker must send the following to the AM within two business days:
􀁸 all required addenda, if applicable, including:
o a forfeiture of earnest money deposit addendum;"
,Was a Buyer Select Closing Agent Addendum sent to AM within two business days?,"Once HUD has notified the buyer or selling broker that they are the winning bidder, the buyer or selling broker must send the following to the AM within two business days:
􀁸 all required addenda, if applicable, including:
o a Buyer Select Closing Agent Addendum;"
,Were closing instructions and certification sent to AM within two business days?,"Once HUD has notified the buyer or selling broker that they are the winning bidder, the buyer or selling broker must send the following to the AM within two business days:
􀁸 all required addenda, if applicable, including:
o closing instructions and certification;"
,"Was form HUD-9548-B, Discount Sales Addendum sent to AM within two business days?","Once HUD has notified the buyer or selling broker that they are the winning bidder, the buyer or selling broker must send the following to the AM within two business days:
􀁸 all required addenda, if applicable, including:
o form HUD-9548-B, Discount Sales Addendum;"
,"Were all copies of form HUD-9545-Y (Lead-Based Paint Disclosure Addendum to Sales Contract – Seller has pertinent records) and/or form HUD-9545-Z, (Lead-Based Paint Disclosure Addendum to Sales Contract – Seller has NO pertinent records), provided with the original Addendum and any Supplemental Addenda sent to AM within two business days?
","Once HUD has notified the buyer or selling broker that they are the winning bidder, the buyer or selling broker must send the following to the AM within two business days:
􀁸 all required addenda, if applicable, including:
o all copies of form HUD-9545-Y, Lead-Based Paint Disclosure Addendum to Sales Contract – Seller has pertinent records, and/or form HUD-9545-Z, Lead-Based Paint Disclosure Addendum to Sales Contract – Seller has NO pertinent records, providing the original Addendum and any Supplemental
Addenda;"
,"Was form HUD-92564-CN,"" For Your Protection: Get a Home Inspection"" sent to AM within two business days?","Once HUD has notified the buyer or selling broker that they are the winning bidder, the buyer or selling broker must send the following to the AM within two business days:
􀁸 all required addenda, if applicable, including:
o form HUD-92564-CN, For Your Protection: Get a Home Inspection;"
,Was Good Neighbor Next Door addenda sent to AM within two business days?,"Once HUD has notified the buyer or selling broker that they are the winning bidder, the buyer or selling broker must send the following to the AM within two business days:
􀁸 all required addenda, if applicable, including:
o Good Neighbor Next Door addenda;"
,"Was a flood zone property addendum and any disclosures, required by state or local law, sent to AM within two business days?","Once HUD has notified the buyer or selling broker that they are the winning bidder, the buyer or selling broker must send the following to the AM within two business days:
􀁸 all required addenda, if applicable, including:
o a flood zone property addendum; and
o any disclosures required by state or local law."
"Did the selling broker complete line 3 of form HUD-9548 to identify the Closing Agent as the party who would be holding the earnest money deposit, unless otherwise instructed by the AM?",,"The selling broker must complete Line 3 of form HUD-9548 to identify the Closing Agent as the party who will be holding the earnest money deposit, unless otherwise instructed by the AM."
Did the buyer and selling broker sign the earnest money forfeiture agreement?,,The buyer and selling broker must sign the earnest money forfeiture agreement.
"Did the selling broker submit the earnest money deposit with the completed form HUD-9548, for all sales other than ACA sales, to the AM within two business days of being notified that their buyer is the winning bidder?",,"The buyer and selling broker must sign the earnest money forfeiture agreement. The selling broker must submit the earnest money deposit with the completed form HUD- 9548, for all sales other than ACA sales, to the AM within two business days of being notified that their buyer is the winning bidder, unless otherwise instructed by the AM, and the AM will forward the deposit to the Closing Agent."
"Was the earnest money deposit in the form of a cashier’s check, certified check, or money order with no termination date or cancellation provision, payable to the Closing Agent or to another Entity as designated by HUD?",,"The earnest money deposit must be in the form of a cashier’s check, certified check, or money order with no termination date or cancellation provision, payable to the Closing Agent or to another Entity as designated by HUD."
"If the HUD REO Property was sold with a sales price of $50,000 or less, was the earnest money of $500 deposited?",,"The earnest money deposit amount is as follows:
􀁸 for Properties with a sales price of $50,000 or less, the earnest money deposit is $500;"
"If the HUD REO Property was sold with a sales price of $50,000 or less, was the earnest money deposit between $500 and $2,000, as determined by HUD?",,"The earnest money deposit amount is as follows:
􀁸 for Properties with a sales price greater than $50,000, the earnest money deposit is between $500 and $2,000, as determined by HUD;"
"For vacant lots, was the earnest money deposit 50 percent of the list price?",,"The earnest money deposit amount is as follows:
􀁸 for vacant lots, the earnest money deposit is 50 percent of the list price;"
"For Properties purchased under the GNND Sales Program, was the earnest money deposit 1 percent of the list price, but no less than $500 and no more than $2,000?",,"The earnest money deposit amount is as follows:
􀁸 for Properties to be purchased under the GNND Sales Program, the earnest money deposit is 1 percent of the list price, but no less than $500 and no more than $2,000."
Did the Buyer or selling broker contact AM for the earnest money deposit amount for the specific Property?,,The buyer or selling broker may contact the AM for the earnest money deposit amount for a specific Property.
"If the sales transaction failed to close as scheduled, did HUD consider the earnest money deposit forfeited or return all or a portion of the earnest money deposit?",,"Should the sales transaction fail to close as scheduled, HUD may consider the earnest money deposit forfeited or may return all or a portion of the earnest money deposit."
"Unless HUD cancelled the sales contract due to HUD’s inability to close the transaction for any reason, did the Investor Buyer forfeit 100 percent of the earnest money deposit, subject to state law?",,"Subject to state law, the Investor Buyer forfeits 100 percent of the earnest money deposit, unless HUD cancels the sales contract due to HUD’s inability to close the transaction for any reason."
"If the REO sale transaction failed to close, did the Investor Buyer forfeit 100 percent of the earnest money deposit?",,"Subject to state law, HUD will return 100 percent of an Owner-Occupant Buyer’s earnest money deposit in the following circumstances:"
"If the REO sale transaction failed to close due to certain circumstances, was 100 percent of the Owner-Occupant Buyer’s earnest money deposit returned by HUD?",,"Subject to state law, HUD will return 100 percent of an Owner-Occupant Buyer’s earnest money deposit in the following circumstances:"
,"Was the failure to close the REO sale transaction due to a death in the immediate family (contract holder,
spouse, or children living in the same household?
","Subject to state law, HUD will return 100 percent of an Owner-Occupant Buyer’s earnest money deposit in the following circumstances:
􀁸 there has been a death in the immediate family (contract holder, spouse, or children living in the same household);"
,"Was the failure to close the REO sale transaction due to a recent serious illness in the immediate family that has resulted in significant medical expenses or substantial loss of income, thus adversely affecting the buyer’s financial ability to close the sale?","Subject to state law, HUD will return 100 percent of an Owner-Occupant Buyer’s earnest money deposit in the following circumstances:
􀁸 there has been a recent serious illness in the immediate family that has resulted in significant medical expenses or substantial loss of income, thus adversely affecting the buyer’s financial ability to close the sale;"
,"Was the failure to close the REO sale transaction due to loss of job by one of the primary wage earners, or substantial loss of income through no fault of the buyer?","Subject to state law, HUD will return 100 percent of an Owner-Occupant Buyer’s earnest money deposit in the following circumstances:
􀁸 there has been a loss of job by one of the primary wage earners, or substantial loss of income through no fault of the buyer;"
,Was the failure to close the REO sale transaction due to HUD determination that the buyer was not an acceptable Borrower in an insured sale?,"Subject to state law, HUD will return 100 percent of an Owner-Occupant Buyer’s earnest money deposit in the following circumstances:
􀁸 on an insured sale, HUD determines that the buyer is not an acceptable Borrower;"
,"Was the failure to close the REO sale transaction due to the buyer being pre-approved for FHA-insured mortgage financing in an appropriate amount by a recognized
Mortgagee but, despite good faith efforts, was ultimately unable to secure mortgage financing on an uninsured sale?
","Subject to state law, HUD will return 100 percent of an Owner-Occupant Buyer’s earnest money deposit in the following circumstances:
􀁸 on an uninsured sale, the buyer was pre-approved for FHA-insured mortgage financing in an appropriate amount by a recognized Mortgagee but, despite good faith efforts, was ultimately unable to secure mortgage financing;"
,Was the failure to close the REO sale transaction due to the buyer providing to the AM written documentation from a lender supporting the buyer’s inability to secure financing?,"Subject to state law, HUD will return 100 percent of an Owner-Occupant Buyer’s earnest money deposit in the following circumstances:
􀁸 within 30 Days of the contract ratification date, the buyer has provided to the AM written documentation from a lender supporting the buyer’s inability to secure financing;"
,Was the failure to close the REO sale transaction as a result of the contract being canceled due to the documented presence and/or condition of lead-based paint and/or lead-based paint hazards?,"Subject to state law, HUD will return 100 percent of an Owner-Occupant Buyer’s earnest money deposit in the following circumstances:
􀁸 HUD cancels the contract due to the documented presence and/or condition of lead-based paint and/or lead-based paint hazards;"
,Was the failure to close the REO sale transaction pursuant to the terms of the VA Amendatory Clause for purchasers using VA financing?,"Subject to state law, HUD will return 100 percent of an Owner-Occupant Buyer’s earnest money deposit in the following circumstances:
􀁸 pursuant to the terms of the VA Amendatory Clause for purchasers using VA financing; or"
,"Was the failure to close the REO sale transaction due to other circumstances evidencing equally good cause, as determined by HUD?","Subject to state law, HUD will return 100 percent of an Owner-Occupant Buyer’s earnest money deposit in the following circumstances:
􀁸 other circumstances evidencing equally good cause, as determined by HUD."
"In order to receive any part of the earnest money deposit, did Owner-Occupant Buyer submit documentation to the AM, within allowed time limits, evidencing the circumstances related to the transaction’s failure to close?",,"In order to receive any part of the earnest money deposit, the Owner-Occupant Buyer must submit documentation to the AM within allowed time limits evidencing the circumstances related to the transaction’s failure to close."
"If the buyer does not submit documentation supporting their reason for the return of any part of the earnest money deposit within 30 Days, or such other time allowed by the AM in writing, following contract cancellation, was 100 percent of the buyer’s earnest money deposit forfeited?",,"Subject to state law, the buyer forfeits 100 percent of the earnest money deposit in the following circumstances:
􀁸 the buyer does not submit documentation supporting their reason for the return of any part of the earnest money deposit within 30 Days, or such other time allowed by the AM in writing, following contract cancellation;"
"If the buyer’s submitted documentation failed to support an acceptable cause for the buyer’s failure to close, was 100 percent of the buyer’s earnest money deposit forfeited?",,"Subject to state law, the buyer forfeits 100 percent of the earnest money deposit in the following circumstances:
􀁸 the buyer’s submitted documentation fails to support an acceptable cause for the buyer’s failure to close."
Was the buyer of vacant lots considered an Investor Buyer for the purpose of earnest money deposit disposition?,,"Subject to state law, buyers of vacant lots will be considered Investor Buyers for the purpose of earnest money deposit disposition."
Was any action initiated against the Listing brokers if they failed to comply with HUD’s instructions for the collection and forwarding of the earnest money deposit to the AM?,,"Listing brokers who fail to comply with HUD’s instructions for the collection and forwarding of the earnest money deposit to the AM (or other party as instructed by the AM) may be subject to such action including:
􀁸 Limited Denial of Participation (LDP);
􀁸 notification of the state real estate commission or regulatory body;
􀁸 referral to the appropriate office(s) for enforcement review; and/or
􀁸 suspension or termination of the Broker’s NAID."
"Unless otherwise prohibited by law, was the use of electronic signatures conducted in accordance with the Policy on Use of Electronic Signatures on the HUD REO form HUD-9548 and related addenda requiring signatures?",,"The use of electronic signatures is voluntary. HUD will permit the use of electronic signatures conducted in accordance with the Policy on Use of Electronic Signatures on the HUD REO form HUD-9548 and related addenda requiring signatures, unless otherwise prohibited by law."
"If the HUD REO appraisal was completed without the utilities being activated and the buyer was using FHA-insured financing, was the systems check completed while the utilities were activated?",,"If the HUD REO appraisal was completed without the utilities being activated and the buyer is using FHA-insured financing, the Mortgagee or buyer must complete the systems check while the utilities are activated."
Was Field Service Manager contacted to request activation of utilities?,,The Mortgagee or buyer may contact the Field Service Manager (FSM) to request activation of utilities; HUD may charge a fee for this service.
Did buyer submit a request to the AM for repairs?,,"HUD sells REO Properties as-is. When necessary to comply with mortgage lender requirements or state, tribal, or local law, a buyer may submit a request to the AM for repairs."
Did the buyer include all the documents in its request?,,"The buyer must include with its request:
􀁸 documentation reflecting that such repairs are necessary to comply with lender or state or local requirements; and
􀁸 a copy of a home inspection report identifying the property condition at issue."
,Did the request include the documents reflecting that such repairs were necessary to comply with lender or state or local requirements?,"The buyer must include with its request:
􀁸 documentation reflecting that such repairs are necessary to comply with lender or state or local requirements; and
"
,Did the request include a copy of a home inspection report identifying the property condition at issue?,"The buyer must include with its request:
􀁸 a copy of a home inspection report identifying the property condition at issue.
"
Was a written notice of its withdrawal from the sales contract provided to AM?,,"Before the expiration of the inspection contingency period, the buyer may terminate their obligation to purchase the house and request a refund of the earnest money deposit by
providing to the AM:
􀁸 written notice of its withdrawal from the sales contract;"
"In the case of withdrawal from sales contract, was a copy of a home inspection report identifying serious problems or conditions with the Property that were not previously disclosed or corrected, or documentation of the presence and/or condition of lead-based paint or lead-based paint hazards, provided to the AM?",,"Before the expiration of the inspection contingency period, the buyer may terminate their obligation to purchase the house and request a refund of the earnest money deposit by
providing to the AM:
􀁸 a copy of a home inspection report identifying serious problems or conditions with the Property that were not previously disclosed or corrected, or documentation of the presence and/or condition of lead-based paint or lead-based
paint hazards."
Did Buyer select a Closing Agent who met HUD's Closing Agent Requirements?,,The buyer must select a Closing Agent who meets HUD’s Closing Agent Requirements.
"Did the Closing Agents and their employees, or persons or Entities otherwise authorized to act for the Closing Agent, comply with Title VIII of the Civil Rights Act of 1968, the Equal Credit Opportunity Act and Executive Order 11063?",,"Closing Agents and their employees, or persons or Entities otherwise authorized to act for the Closing Agent, must:
􀁸 comply with Title VIII of the Civil Rights Act of 1968 (Fair Housing Act, Title VIII, or Public Law 90-284), the Equal Credit Opportunity Act (ECOA), and Executive Order 11063;"
"Did the Closing Agents and their employees, or persons or Entities otherwise authorized to act for the Closing Agent, discriminate on the basis of race, color, creed, religion, national origin, sex, age, familial status, disability, marital status, or actual or perceived sexual orientation and gender identity?",,"Closing Agents and their employees, or persons or Entities otherwise authorized to act for the Closing Agent, must:
􀁸 not discriminate on the basis of race, color, creed, religion, national origin, sex, age, familial status, disability, marital status, or actual or perceived sexual orientation and gender identity;"
"Did the Closing Agents and their employees, or persons or Entities otherwise authorized to act for the Closing Agent, instruct their staff in the policies of nondiscrimination and all applicable local, state, and federal fair housing and non-discrimination laws?",,"Closing Agents and their employees, or persons or Entities otherwise authorized to act for the Closing Agent, must:
􀁸 instruct their staffs in the policies of nondiscrimination and all applicable local, state, and federal fair housing and non-discrimination laws."
"Did the Closing Agent participate in a closing where the Closing Agent’s spouse, children or business associates had a financial interest in the property?",,"A Closing Agent must not participate in a closing where the Closing Agent’s spouse, children, or business associates have a financial interest in the Property. Financial interest includes having an equity, creditor, mortgage lender, or debtor interest in any corporation, trust, or partnership with a financial interest in the Property."
Did the buyer and selling broker identify the Closing Agent on Line 9 of form HUD-9548?,,"The buyer and selling broker must identify the selected Closing Agent as follows:
􀁸 identify the Closing Agent on Line 9 of form HUD-9548;"
Did the buyer and selling broker submit the Closing Agent designation form with the sales contract package?,,"The buyer and selling broker must identify the selected Closing Agent as follows:
􀁸 submit the Closing Agent designation form with the sales contract package. The form, at a minimum, must include the following:
o the name of the Closing Agent;
o the full address of the Closing Agent; and
o the telephone number, email address, and contact person."
,Was the name of the Closing Agent included in the sales contract package?,"The buyer and selling broker must identify the selected Closing Agent as follows:
􀁸 submit the Closing Agent designation form with the sales contract package. The form, at a minimum, must include the following:
o the name of the Closing Agent;
"
,Was the full address of the Closing Agent included in the sales contract package?,"The buyer and selling broker must identify the selected Closing Agent as follows:
􀁸 submit the Closing Agent designation form with the sales contract package. The form, at a minimum, must include the following:
o the full address of the Closing Agent; and

"
,"Was the  telephone number, email address, and contact person included in the sales contract package?
","The buyer and selling broker must identify the selected Closing Agent as follows:
􀁸 submit the Closing Agent designation form with the sales contract package. The form, at a minimum, must include the following:
o the telephone number, email address, and contact person.

"
Did the buyer apply amounts listed on Line 5 of form HUD-9548 for payment of closing fees?,,The buyer may apply amounts listed on Line 5 of form HUD-9548 for payment of closing fees.
Did the Closing Agent schedule a firm Closing Date within the time frame set by the AM?,,The time frame for closing is specified in Line 9 of form HUD-9548. The Closing Agent must schedule a firm Closing Date within the time frame set by the AM.
"For Cash sales, was the closing completed within 30 Days of contract ratification?",,"The AM will identify the time frame for closing in Line 9 of form HUD-9548 as follows:
􀁸 for cash sales, within 30 Days of contract ratification;"
"For sales involving mortgage financing, was closing completed within 45 Days of contract ratification?",,"The AM will identify the time frame for closing in Line 9 of form HUD-9548 as follows:
􀁸 for sales involving mortgage financing, within 45 Days of contract ratification; and"
